Ligne;Mots retenus;PoS;lemmes;Ner_PERS;Ner_ORG;Ner_LIEU;Ner_COVID
mois;[mois];[NC];[mois];[];[];[];[]
difficiles;[difficiles];[ADJ];[difficile];[];[];[];[]
.;[];[];[];[];[];[];[]
Depuis;[];[];[];[];[];[];[]
une;[];[];[];[];[];[];[]
dizaine;[dizaine];[NC];[dizaine];[];[];[];[]
de;[];[];[];[];[];[];[]
jours;[jours];[NC];[jour];[];[];[];[]
,;[];[];[];[];[];[];[]
c’est;[est];[V];[être];[];[];[];[]
Tony;[tony];[NPP];[tony];[];[];[];[]
Parker;[parker];[NPP];[parker];[];[];[];[]
,;[];[];[];[];[];[];[]
quadruple;[quadruple];[ADJ];[quadruple];[];[];[];[]
champion;[champion];[NC];[champion];[];[];[];[]
NBA;[nba];[NPP];[nba];[];[];[];[]
et;[];[];[];[];[];[];[]
président;[président];[NC];[président];[];[];[];[]
de;[];[];[];[];[];[];[]
l’Asvel;[asvel];[NPP];[asvel];[];[];[];[]
,;[];[];[];[];[];[];[]
qui;[];[];[];[];[];[];[]
est;[est];[V];[être];[];[];[];[]
parti;[parti];[NC];[partir];[];[];[];[]
à;[];[];[];[];[];[];[]
l’attaque;[attaque];[NC];[attaque];[];[];[];[]
sur;[];[];[];[];[];[];[]
toutes;[];[];[];[];[];[];[]
les;[];[];[];[];[];[];[]
ondes;[ondes];[NC];[onde];[];[];[];[]
,;[];[];[];[];[];[];[]
prévenant;[prévenant];[VPR];[prévenant];[];[];[];[]
que;[];[];[];[];[];[];[]
sans;[];[];[];[];[];[];[]
aide;[aide];[NC];[aide];[];[];[];[]
,;[];[];[];[];[];[];[]
le;[];[];[];[];[];[];[]
basket;[basket];[NC];[basket];[];[];[];[]
allait;[allait];[V];[aller];[];[];[];[]
mourir;[mourir];[VINF];[mourir];[];[];[];[]
de;[];[];[];[];[];[];[]
sa;[];[];[];[];[];[];[]
belle;[belle];[ADJ];[beau];[];[];[];[]
mort;[mort];[NC];[mort];[];[];[];[]
.;[];[];[];[];[];[];[]
Répondant;[répondant];[VPR];[répondant];[];[];[];[]
sans;[];[];[];[];[];[];[]
doute;[doute];[N];[doute];[];[];[];[]
à;[];[];[];[];[];[];[]
ces;[];[];[];[];[];[];[]
inquiétudes;[inquiétudes];[NC];[inquiétude];[];[];[];[]
,;[];[];[];[];[];[];[]
l’exécutif;[exécutif];[NC];[exécutif];[];[];[];[]
a;[];[];[];[];[];[];[]
décidé;[décidé];[VPP];[décider];[];[];[];[]
de;[];[];[];[];[];[];[]
recevoir;[recevoir];[V];[recevoir];[];[];[];[]
mardi;[mardi];[NC];[mardi];[];[];[];[]
matin;[matin];[NC];[matin];[];[];[];[]
un;[];[];[];[];[];[];[]
échantillon;[échantillon];[NC];[échantillon];[];[];[];[]
de;[];[];[];[];[];[];[]
représentants;[représentants];[NC];[représentant];[];[];[];[]
du;[];[];[];[];[];[];[]
sport;[sport];[NC];[sport];[];[];[];[]
amateur;[amateur];[NC];[amateur];[];[];[];[]
et;[];[];[];[];[];[];[]
du;[];[];[];[];[];[];[]
sport;[sport];[NC];[sport];[];[];[];[]
professionnel;[professionnel];[ADJ];[professionnel];[];[];[];[]
,;[];[];[];[];[];[];[]
d’exploitants;[exploitants];[NC];[exploitant];[];[];[];[]
de;[];[];[];[];[];[];[]
salles;[];[];[];[];[];[];[]
de;[];[];[];[];[];[];[]
sport;[sport];[NC];[sport];[];[];[];[]
,;[];[];[];[];[];[];[]
et;[];[];[];[];[];[];[]
de;[];[];[];[];[];[];[]
championnes;[championnes];[ADJ];[champion];[];[];[];[]
comme;[];[];[];[];[];[];[]
Sarah;[sarah];[NPP];[sarah];[];[];[];[]
Ourahmoune;[ourahmoune];[NPP];[ourahmoune];[];[];[ourahmoune];[]
(;[];[];[];[];[];[];[]
boxe;[boxe];[NC];[boxe];[];[];[];[]
);[];[];[];[];[];[];[]
,;[];[];[];[];[];[];[]
Gwaldys;[gwaldys];[NPP];[gwaldys];[];[];[];[]
Epangue;[epangue];[VPP];[epangue];[];[];[];[]
(;[];[];[];[];[];[];[]
taikwondo;[taikwondo];[NC];[taikwondo];[];[];[];[]
);[];[];[];[];[];[];[]
et;[];[];[];[];[];[];[]
le;[];[];[];[];[];[];[]
perchiste;[perchiste];[ADJ];[perchiste];[];[];[];[]
Renaud;[renaud];[NPP];[renaud];[];[];[];[]
Lavillenie;[lavillenie];[VPP];[lavillenie];[];[];[lavillenie];[]
.;[];[];[];[];[];[];[]
Le;[];[];[];[];[];[];[]
président;[président];[NC];[président];[];[];[];[]
de;[];[];[];[];[];[];[]
la;[];[];[];[];[];[];[]
République;[république];[N];[république];[];[];[];[]
,;[];[];[];[];[];[];[]
entouré;[entouré];[VPP];[entourer];[];[];[];[]
du;[];[];[];[];[];[];[]
Premier;[premier];[ADJ];[premier];[];[];[];[]
ministre;[ministre];[N];[ministre];[];[];[];[]
Jean;[jean];[N];[jean];[jean];[];[];[]
Castex;[castex];[NPP];[castex];[castex];[];[];[]
,;[];[];[];[];[];[];[]
du;[];[];[];[];[];[];[]
ministre;[ministre];[N];[ministre];[];[];[];[]
de;[];[];[];[];[];[];[]
l’Education;[education];[NPP];[education];[];[];[];[]
Jean;[jean];[N];[jean];[jean];[];[];[]
-;[];[];[];[];[];[];[]
Michel;[michel];[NPP];[michel];[];[];[];[]
Blanquer;[blanquer];[NPP];[blanquer];[blanquer];[];[];[]
,;[];[];[];[];[];[];[]
de;[];[];[];[];[];[];[]
la;[];[];[];[];[];[];[]
ministre;[ministre];[N];[ministre];[];[];[];[]
des;[];[];[];[];[];[];[]
Sports;[sports];[N];[sports];[];[];[];[]
Roxana;[roxana];[NPP];[roxana];[];[];[];[]
Maracineanu;[maracineanu];[VPP];[maracineanu];[];[];[];[]
,;[];[];[];[];[];[];[]
du;[];[];[];[];[];[];[]
ministre;[ministre];[N];[ministre];[];[];[];[]
de;[];[];[];[];[];[];[]
l’Economie;[economie];[NC];[economie];[];[];[economie];[]
Bruno;[bruno];[NPP];[bruno];[bruno];[];[];[]
Le;[];[];[];[];[];[];[]
Maire;[maire];[NC];[maire];[];[];[];[]
notamment;[];[];[];[];[];[];[]
vont;[vont];[V];[aller];[];[];[];[]
s;[];[];[];[];[];[];[]
’;[];[];[];[];[];[];[]
entretenir;[entretenir];[VINF];[entretenir];[];[];[];[]
en;[];[];[];[];[];[];[]
visioconférence;[visioconférence];[NC];[visioconférence];[];[];[];[]
.;[];[];[];[];[];[];[]
Ils;[];[];[];[];[];[];[]
vont;[vont];[V];[aller];[];[];[];[]
ainsi;[];[];[];[];[];[];[]
;[];[];[];[];[];[];[]
aborder;[aborder];[VINF];[aborder];[];[];[];[]
les;[];[];[];[];[];[];[]
effets;[effets];[NC];[effet];[];[];[];[]
de;[];[];[];[];[];[];[]
la;[];[];[];[];[];[];[]
crise;[crise];[NC];[crise];[];[];[];[]
sanitaire;[sanitaire];[ADJ];[sanitaire];[];[];[];[]
sur;[];[];[];[];[];[];[]
le;[];[];[];[];[];[];[]
sport;[sport];[NC];[sport];[];[];[];[]
;[];[];[];[];[];[];[]
,;[];[];[];[];[];[];[]
;[];[];[];[];[];[];[]
travailler;[travailler];[VINF];[travailler];[];[];[];[]
à;[];[];[];[];[];[];[]
de;[];[];[];[];[];[];[]
nouvelles;[nouvelles];[ADJ];[nouveau];[];[];[];[]
mesures;[mesures];[NC];[mesure];[];[];[];[]
de;[];[];[];[];[];[];[]
soutien;[soutien];[NC];[soutien];[];[];[];[]
au;[];[];[];[];[];[];[]
secteur;[secteur];[NC];[secteur];[];[];[];[]
;[];[];[];[];[];[];[]
et;[];[];[];[];[];[];[]
;[];[];[];[];[];[];[]
veiller;[veiller];[VINF];[veiller];[];[];[];[]
à;[];[];[];[];[];[];[]
la;[];[];[];[];[];[];[]
place;[place];[NC];[place];[];[];[];[]
que;[];[];[];[];[];[];[]
la;[];[];[];[];[];[];[]
pratique;[pratique];[NC];[pratique];[];[];[];[]
physique;[physique];[NC];[physique];[];[];[];[]
et;[];[];[];[];[];[];[]
sportive;[sportive];[ADJ];[sportif];[];[];[];[]
doit;[doit];[V];[devoir];[];[];[];[]
occuper;[occuper];[VINF];[occuper];[];[];[];[]
dans;[];[];[];[];[];[];[]
notre;[];[];[];[];[];[];[]
société;[société];[NC];[société];[];[];[];[]
;[];[];[];[];[];[];[]
,;[];[];[];[];[];[];[]
a;[];[];[];[];[];[];[]
fait;[fait];[N];[faire];[];[];[];[]
savoir;[savoir];[V];[savoir];[];[];[];[]
l’Elysée;[elysée];[NPP];[elysée];[];[];[];[]
.;[];[];[];[];[];[];[]
4;[];[];[];[];[];[];[]
milliards;[milliards];[N];[milliard];[];[];[];[]
d’euros;[euros];[NC];[euro];[];[];[];[]
d’aides;[aides];[NC];[aider];[];[];[];[]
déjà;[];[];[];[];[];[];[]
reçus;[reçus];[VPP];[recevoir];[];[];[];[]
Entre;[];[];[];[];[];[];[]
la;[];[];[];[];[];[];[]
fermeture;[fermeture];[NC];[fermeture];[];[];[];[]
des;[];[];[];[];[];[];[]
salles;[];[];[];[];[];[];[]
de;[];[];[];[];[];[];[]
sport;[sport];[NC];[sport];[];[];[];[]
,;[];[];[];[];[];[];[]
le;[];[];[];[];[];[];[]
huis;[huis];[N];[huis];[];[];[];[]
clos;[clos];[ADJ];[clore];[];[];[];[]
imposé;[imposé];[VPP];[imposer];[];[];[];[]
qui;[];[];[];[];[];[];[]
laisse;[laisse];[V];[laisser];[];[];[];[]
les;[];[];[];[];[];[];[]
tiroirs;[tiroirs];[NC];[tiroir];[];[];[];[]
caisses;[];[];[];[];[];[];[]
désespéramment;[];[];[];[];[];[];[]
vide;[vide];[NC];[vide];[];[];[];[]
,;[];[];[];[];[];[];[]
et;[];[];[];[];[];[];[]
la;[];[];[];[];[];[];[]
baisse;[baisse];[NC];[baisser];[];[];[];[]
des;[];[];[];[];[];[];[]
adhésions;[adhésions];[NC];[adhésion];[];[];[];[]
dans;[];[];[];[];[];[];[]
les;[];[];[];[];[];[];[]
clubs;[clubs];[NC];[club];[];[];[];[]
amateurs;[amateurs];[NC];[amateur];[];[];[];[]
,;[];[];[];[];[];[];[]
le;[];[];[];[];[];[];[]
sport;[sport];[NC];[sport];[];[];[];[]
français;[français];[ADJ];[français];[];[];[];[]
est;[est];[V];[être];[];[];[];[]
à;[];[];[];[];[];[];[]
la;[];[];[];[];[];[];[]
peine;[peine];[N];[peine];[];[];[];[]
.;[];[];[];[];[];[];[]
Il;[];[];[];[];[];[];[]
a;[];[];[];[];[];[];[]
reçu;[reçu];[VPP];[recevoir];[];[];[];[]
120;[];[];[];[];[];[];[]
millions;[millions];[N];[million];[];[];[];[]
d’euros;[euros];[NC];[euro];[];[];[];[]
au;[];[];[];[];[];[];[]
moment;[moment];[NC];[moment];[];[];[];[]
du;[];[];[];[];[];[];[]
plan;[plan];[NC];[plan];[];[];[];[]
de;[];[];[];[];[];[];[]
relance;[relance];[NC];[relancer];[];[];[];[]
global;[global];[ADJ];[global];[];[];[];[]
de;[];[];[];[];[];[];[]
l’économie;[économie];[NC];[économie];[];[];[];[]
française;[française];[ADJ];[français];[];[];[];[]
en;[];[];[];[];[];[];[]
septembre;[septembre];[NC];[septembre];[];[];[];[]
.;[];[];[];[];[];[];[]
Tous;[];[];[];[];[];[];[]
les;[];[];[];[];[];[];[]
pans;[];[];[];[];[];[];[]
du;[];[];[];[];[];[];[]
secteur;[secteur];[NC];[secteur];[];[];[];[]
réclament;[réclament];[V];[réclamer];[];[];[];[]
désormais;[];[];[];[];[];[];[]
un;[];[];[];[];[];[];[]
plan;[plan];[NC];[plan];[];[];[];[]
d’urgence;[urgence];[NC];[urgence];[];[];[];[]
.;[];[];[];[];[];[];[]
Depuis;[];[];[];[];[];[];[]
cette;[];[];[];[];[];[];[]
date;[date];[NC];[date];[];[];[];[]
,;[];[];[];[];[];[];[]
le;[];[];[];[];[];[];[]
ministère;[];[];[];[];[];[];[]
des;[];[];[];[];[];[];[]
Sport;[sport];[N];[sport];[];[];[];[]
travaille;[travaille];[V];[travailler];[];[];[];[]
à;[];[];[];[];[];[];[]
une;[];[];[];[];[];[];[]
mesure;[mesure];[NC];[mesure];[];[];[];[]
pour;[];[];[];[];[];[];[]
compenser;[compenser];[VINF];[compenser];[];[];[];[]
les;[];[];[];[];[];[];[]
pertes;[pertes];[NC];[perte];[];[];[];[]
de;[];[];[];[];[];[];[]
billetterie;[billetterie];[NC];[billetterie];[];[];[];[]
.;[];[];[];[];[];[];[]
Quelque;[];[];[];[];[];[];[]
107;[107];[ADJ];[107];[];[];[];[]
millions;[millions];[N];[million];[];[];[];[]
d’euros;[euros];[NC];[euro];[];[];[];[]
sont;[sont];[V];[être];[];[];[];[]
;[];[];[];[];[];[];[]
sanctuarisés;[sanctuarisés];[VPP];[sanctuarisés];[];[];[];[]
;[];[];[];[];[];[];[]
mais;[];[];[];[];[];[];[]
le;[];[];[];[];[];[];[]
déblocage;[déblocage];[NC];[déblocage];[];[];[];[]
de;[];[];[];[];[];[];[]
cette;[];[];[];[];[];[];[]
somme;[somme];[NC];[somme];[];[];[];[]
est;[est];[V];[être];[];[];[];[]
suspendu;[suspendu];[VPP];[suspendre];[];[];[];[]
à;[];[];[];[];[];[];[]
sa;[];[];[];[];[];[];[]
compatibilité;[compatibilité];[NC];[compatibilité];[];[];[];[]
avec;[];[];[];[];[];[];[]
les;[];[];[];[];[];[];[]
règles;[règles];[NC];[règle];[];[];[];[]
européennes;[européennes];[ADJ];[européen];[];[];[];[]
.;[];[];[];[];[];[];[]
Une;[];[];[];[];[];[];[]
question;[question];[NC];[question];[];[];[];[]
de;[];[];[];[];[];[];[]
jours;[jours];[NC];[jour];[];[];[];[]
,;[];[];[];[];[];[];[]
assure;[assure];[V];[assurer];[];[];[];[]
-;[];[];[];[];[];[];[]
t;[];[];[];[];[];[];[]
-;[];[];[];[];[];[];[]
on;[];[];[];[];[];[];[]
chez;[];[];[];[];[];[];[]
la;[];[];[];[];[];[];[]
ministre;[ministre];[N];[ministre];[];[];[];[]
des;[];[];[];[];[];[];[]
Sports;[sports];[N];[sports];[];[];[];[]
Roxana;[roxana];[NPP];[roxana];[];[];[];[]
Maracineanu;[maracineanu];[VPP];[maracineanu];[];[];[];[]
,;[];[];[];[];[];[];[]
qui;[];[];[];[];[];[];[]
pousse;[pousse];[V];[pousser];[];[];[];[]
aussi;[];[];[];[];[];[];[]
en;[];[];[];[];[];[];[]
faveur;[faveur];[N];[faveur];[];[];[];[]
d’exonérations;[exonérations];[NC];[exonérations];[];[];[];[]
de;[];[];[];[];[];[];[]
cotisations;[cotisations];[NC];[cotisation];[];[];[];[]
spécifiques;[spécifiques];[ADJ];[spécifique];[];[];[];[]
au;[];[];[];[];[];[];[]
sport;[sport];[NC];[sport];[];[];[];[]
.;[];[];[];[];[];[];[]
Au;[];[];[];[];[];[];[]
total;[total];[NC];[total];[];[];[];[]
,;[];[];[];[];[];[];[]
avec;[];[];[];[];[];[];[]
les;[];[];[];[];[];[];[]
mesures;[mesures];[NC];[mesure];[];[];[];[]
de;[];[];[];[];[];[];[]
chômage;[chômage];[NC];[chômage];[];[];[];[]
partiel;[partiel];[ADJ];[partiel];[];[];[];[]
,;[];[];[];[];[];[];[]
fonds;[fonds];[NC];[fonds];[];[];[];[]
de;[];[];[];[];[];[];[]
solidarité;[solidarité];[NC];[solidarité];[];[];[];[]
,;[];[];[];[];[];[];[]
etc;[];[];[];[];[];[];[]
,;[];[];[];[];[];[];[]
le;[];[];[];[];[];[];[]
sport;[sport];[NC];[sport];[];[];[];[]
a;[];[];[];[];[];[];[]
reçu;[reçu];[VPP];[recevoir];[];[];[];[]
depuis;[];[];[];[];[];[];[]
le;[];[];[];[];[];[];[]
début;[début];[NC];[début];[];[];[];[]
de;[];[];[];[];[];[];[]
la;[];[];[];[];[];[];[]
crise;[crise];[NC];[crise];[];[];[];[]
4;[];[];[];[];[];[];[]
milliards;[milliards];[N];[milliard];[];[];[];[]
d’euros;[euros];[NC];[euro];[];[];[];[]
d’aides;[aides];[NC];[aider];[];[];[];[]
.;[];[];[];[];[];[];[]
Cette;[];[];[];[];[];[];[]
année;[année];[NC];[année];[];[];[];[]
,;[];[];[];[];[];[];[]
les;[];[];[];[];[];[];[]
tenues;[tenues];[VPP];[tenue];[];[];[];[]
simples;[simples];[ADJ];[simple];[];[];[];[]
et;[];[];[];[];[];[];[]
décontractées;[décontractées];[VPP];[décontracté];[];[];[];[]
ont;[ont];[V];[avoir];[];[];[];[]
été;[été];[VPP];[être];[];[];[];[]
privilégiées;[privilégiées];[ADJ];[privilégié];[];[];[];[]
par;[];[];[];[];[];[];[]
les;[];[];[];[];[];[];[]
;[];[];[];[];[];[];[]
fashion;[fashion];[NC];[fashion];[];[];[];[]
addicts;[addicts];[ADJ];[addicts];[];[];[];[]
;[];[];[];[];[];[];[]
du;[];[];[];[];[];[];[]
monde;[monde];[NC];[monde];[];[];[];[]
entier;[entier];[ADJ];[entier];[];[];[];[]
,;[];[];[];[];[];[];[]
mais;[];[];[];[];[];[];[]
pas;[];[];[];[];[];[];[]
seulement;[];[];[];[];[];[];[]
.;[];[];[];[];[];[];[]
Outre;[];[];[];[];[];[];[]
les;[];[];[];[];[];[];[]
joggings;[joggings];[NC];[jogging];[];[];[];[]
,;[];[];[];[];[];[];[]
les;[];[];[];[];[];[];[]
leggings;[leggings];[NC];[leggings];[];[];[];[]
et;[];[];[];[];[];[];[]
les;[];[];[];[];[];[];[]
masques;[masques];[ADJ];[masque];[];[];[];[]
de;[];[];[];[];[];[];[]
circonstance;[circonstance];[NC];[circonstance];[];[];[];[]
durant;[];[];[];[];[];[];[]
le;[];[];[];[];[];[];[]
confinement;[];[];[];[];[];[];[]
,;[];[];[];[];[];[];[]
les;[];[];[];[];[];[];[]
colliers;[colliers];[NC];[collier];[];[];[];[]
;[];[];[];[];[];[];[]
mauvais;[mauvais];[ADJ];[mauvais];[];[];[];[]
oeil;[oeil];[N];[oeil];[];[];[];[]
;[];[];[];[];[];[];[]
,;[];[];[];[];[];[];[]
les;[];[];[];[];[];[];[]
robes;[robes];[NC];[robe];[];[];[];[]
de;[];[];[];[];[];[];[]
mariée;[mariée];[ADJ];[marier];[];[];[];[]
d'occasion;[occasion];[N];[occasion];[];[];[];[]
ou;[];[];[];[];[];[];[]
encore;[];[];[];[];[];[];[]
les;[];[];[];[];[];[];[]
boots;[boots];[NC];[boots];[];[];[];[]
;[];[];[];[];[];[];[]
rangers;[rangers];[NC];[ranger];[];[];[];[]
;[];[];[];[];[];[];[]
ont;[ont];[V];[avoir];[];[];[];[]
connu;[connu];[VPP];[connaître];[];[];[];[]
un;[];[];[];[];[];[];[]
bel;[];[];[];[];[];[];[]
engouement;[engouement];[NC];[engouement];[];[];[];[]
.;[];[];[];[];[];[];[]
Comment;[comment];[ADVWH];[comment];[];[];[];[]
le;[];[];[];[];[];[];[]
monde;[monde];[NC];[monde];[];[];[];[]
de;[];[];[];[];[];[];[]
la;[];[];[];[];[];[];[]
mode;[mode];[NC];[mode];[];[];[];[]
a-t-il;[];[];[];[];[];[];[]
été;[été];[VPP];[être];[];[];[];[]
bouleversé;[bouleversé];[VPP];[bouleverser];[];[];[];[]
par;[];[];[];[];[];[];[]
la;[];[];[];[];[];[];[]
crise;[crise];[NC];[crise];[];[];[];[]
?;[];[];[];[];[];[];[]
Réponse;[réponse];[NC];[réponse];[];[];[];[]
avec;[];[];[];[];[];[];[]
le;[];[];[];[];[];[];[]
bilan;[bilan];[NC];[bilan];[];[];[];[]
2020;[2020];[N];[2020];[];[];[];[]
dévoilé;[dévoilé];[VPP];[dévoiler];[];[];[];[]
ce;[];[];[];[];[];[];[]
mardi;[mardi];[NC];[mardi];[];[];[];[]
17;[17];[ADJ];[17];[];[];[];[]
novembre;[novembre];[NC];[novembre];[];[];[];[]
par;[];[];[];[];[];[];[]
la;[];[];[];[];[];[];[]
plateforme;[plateforme];[ADJ];[plateforme];[];[];[];[]
Lyst;[lyst];[NPP];[lyst];[];[];[];[]
(;[];[];[];[];[];[];[]
1;[];[];[];[];[];[];[]
);[];[];[];[];[];[];[]
.;[];[];[];[];[];[];[]
Les;[];[];[];[];[];[];[]
masques;[masques];[ADJ];[masque];[];[];[];[]
:;[];[];[];[];[];[];[]
502;[];[];[];[];[];[];[]
%;[];[];[];[];[];[];[]
Les;[];[];[];[];[];[];[]
recherches;[recherches];[NC];[recherche];[];[];[];[]
de;[];[];[];[];[];[];[]
masques;[masques];[ADJ];[masque];[];[];[];[]
ont;[ont];[V];[avoir];[];[];[];[]
bondi;[bondi];[VPP];[bondir];[];[];[];[]
de;[];[];[];[];[];[];[]
502;[];[];[];[];[];[];[]
%;[];[];[];[];[];[];[]
d’une;[];[];[];[];[];[];[]
année;[année];[NC];[année];[];[];[];[]
sur;[];[];[];[];[];[];[]
l'autre;[];[];[];[];[];[];[]
.;[];[];[];[];[];[];[]
Le;[];[];[];[];[];[];[]
